Note: must download matrices first under ./dataset/europar/large/ using scripts ./dataset/europar/large/DownloadFigure6.sh and ./dataset/europar/large/ExtractFigure6.sh
filename, num_rows, num_cols, num_nonzeros, row_length_mean, row_length_std_dev, row_length_variation, row_length_skewness, small, big, method1, avg_ms, gflops, gbps, method2, avg_ms, gflops, gbps
/data/ctcyang/GraphBLAS/dataset/europar/large/12month1/12month1.mtx, 12471, 872622, 22624727, 0, 65, 106, 80, 69, 53, 42, 53, 59, 42, 50, 40, 45, 49, 43, 42, 42, 46, 39, 48, 32, 37, 29, 39, 33, 25, 38, 35, 37, 43, 30, 35, 11045, 433, 1814.19, 4554.41, 2.51044, 6.54472, cusparse, 216.112, 13.4003, 0.867294, cusparse2, 39.5361, 73.2487, 4.74081, row split, 35.5891, 81.3723, 5.26658, row split2, 36.1579, 80.0923, 5.18374, row split3, 39.1886, 73.8982, 4.78285, row split4, 39.6493, 73.0395, 4.72727, merge path, 39.6493, 73.0395, 4.72727, 
/data/ctcyang/GraphBLAS/dataset/europar/large/144/144.mtx, 144649, 144649, 2148786, 0, 0, 0, 0, 5, 14, 129, 177, 1141, 2080, 3776, 8107, 11897, 16840, 20193, 22010, 20442, 15173, 10182, 6099, 3324, 1611, 825, 373, 152, 70, 29, 0, 0, 0, 0, 0, 0, 0, 14.8552, 2.71831, 0.182988, 0.0742732, cusparse, 23.3874, 11.7604, 3.92644, cusparse2, 4.0251, 68.3324, 22.8141, row split, 3.79603, 72.4559, 24.1909, row split2, 4.33705, 63.4174, 21.1732, row split3, 3.53412, 77.8254, 25.9836, row split4, 4.01775, 68.4573, 22.8558, merge path, 5.35523, 51.36, 17.1476, 
/data/ctcyang/GraphBLAS/dataset/europar/large/333SP/333SP.mtx, 3712815, 3712815, 22217266, 0, 0, 1, 2038, 59887, 642300, 2407576, 498965, 96711, 5196, 136, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5.98394, 0.702961, 0.117475, 0.268523, cusparse, 346.017, 8.2187, 6.05043, cusparse2, 60.41, 47.0752, 34.6557, row split, 94.629, 30.0522, 22.1238, row split2, 106.837, 26.6182, 19.5958, row split3, 89.0709, 31.9275, 23.5043, row split4, 96.2435, 29.5481, 21.7526, merge path, 96.2435, 29.5481, 21.7526, 
/data/ctcyang/GraphBLAS/dataset/europar/large/AS365/AS365.mtx, 3799275, 3799275, 22736152, 0, 0, 7, 3390, 78002, 1012181, 1762243, 777961, 156458, 8375, 463, 151, 33, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.98434, 0.865496, 0.144627, 0.29266, cusparse, 544.01, 5.34958, 3.938, cusparse2, 65.425, 44.4819, 32.7446, row split, 97.1172, 29.9661, 22.0591, row split2, 110.146, 26.4216, 19.4498, row split3, 91.1511, 31.9275, 23.5029, row split4, 98.7255, 29.478, 21.6997, merge path, 98.7255, 29.478, 21.6997, 
/data/ctcyang/GraphBLAS/dataset/europar/large/ASIC_680k/ASIC_680k.mtx, 682862, 682862, 3871773, 0, 75, 0, 583523, 0, 316, 0, 80, 451, 14065, 14705, 9295, 2648, 5744, 5770, 23449, 11787, 3605, 1037, 1190, 558, 239, 3246, 155, 155, 88, 73, 44, 56, 22, 37, 25, 424, 2, 5.66992, 659.807, 116.37, 584.849, cusparse, 18.2903, 27.0956, 20.9581, cusparse2, 24.3826, 20.3254, 15.7215, row split, 48.9052, 10.1336, 7.83825, row split2, 49.8763, 9.93633, 7.68564, row split3, 66.6555, 7.43505, 5.75093, row split4, 67.2569, 7.36857, 5.69951, merge path, 10.0369, 49.3767, 38.1923, 
/data/ctcyang/GraphBLAS/dataset/europar/large/Bump_2911/Bump_2911.mtx, 2911419, 2911419, 124818481, 58988, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 30, 0, 0, 1011, 0, 0, 519, 0, 0, 2865, 0, 0, 9438, 0, 0, 2838558, 0, 42.872, 6.96867, 0.162546, -4.69845, cusparse, 216.007, 73.9642, 11.5776, cusparse2, 162.988, 98.0241, 15.3437, row split, 141.605, 112.826, 17.6606, row split2, 145.453, 109.842, 17.1935, row split3, 134.607, 118.692, 18.5788, row split4, 136.83, 116.764, 18.277, merge path, 136.83, 116.764, 18.277, 
/data/ctcyang/GraphBLAS/dataset/europar/large/Cube_Coup_dt0/Cube_Coup_dt0.mtx, 2164760, 2164760, 125041385, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 1, 0, 0, 56, 0, 0, 0, 3224, 2161464, 0, 57.7622, 4.47162, 0.0774142, -3.01102, cusparse, 210.48, 76.042, 10.0596, cusparse2, 154.116, 103.852, 13.7386, row split, 109.955, 145.562, 19.2565, row split2, 112.893, 141.775, 18.7554, row split3, 104.392, 153.319, 20.2826, row split4, 106.026, 150.956, 19.97, merge path, 106.026, 150.956, 19.97, 
/data/ctcyang/GraphBLAS/dataset/europar/large/Cube_Coup_dt6/Cube_Coup_dt6.mtx, 2164760, 2164760, 125041385, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 1, 0, 0, 56, 0, 0, 0, 3224, 2161464, 0, 57.7622, 4.47162, 0.0774142, -3.01102, cusparse, 210.486, 76.0399, 10.0593, cusparse2, 154.136, 103.839, 13.7369, row split, 109.952, 145.566, 19.257, row split2, 112.9, 141.765, 18.7542, row split3, 104.4, 153.308, 20.2811, row split4, 106.048, 150.925, 19.966, merge path, 106.048, 150.925, 19.966, 
/data/ctcyang/GraphBLAS/dataset/europar/large/CurlCurl_1/CurlCurl_1.mtx, 226451, 226451, 2245621, 0, 0, 0, 4, 0, 12, 1062, 362, 27243, 9165, 163443, 136, 25024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.91659, 1.02419, 0.103281, -0.196567, cusparse, 4.86966, 59.0266, 27.6844, cusparse2, 4.30867, 66.712, 31.289, row split, 5.75536, 49.9429, 23.424, row split2, 6.28704, 45.7194, 21.4431, row split3, 5.44732, 52.7671, 24.7486, row split4, 5.80622, 49.5054, 23.2188, merge path, 5.56782, 51.6251, 24.213, 
/data/ctcyang/GraphBLAS/dataset/europar/large/CurlCurl_4/CurlCurl_4.mtx, 2380515, 2380515, 24135353, 0, 0, 0, 4, 0, 12, 2136, 720, 118441, 39727, 1910525, 296, 308654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10.1387, 0.855868, 0.0844159, 0.396183, cusparse, 53.876, 57.3414, 26.3833, cusparse2, 45.887, 67.3246, 30.9767, row split, 60.3476, 51.1922, 23.554, row split2, 65.8686, 46.9013, 21.5798, row split3, 57.1072, 54.097, 24.8906, row split4, 60.8035, 50.8083, 23.3774, merge path, 60.8035, 50.8083, 23.3774, 
